species,region,quantity,year,mean,lower,upper,region_type
MYLU,West Virginia,psi_bar_t,2014,0.8250,0.7411,0.8944,admin1
MYLU,West Virginia,psi_bar_t,2015,0.8852,0.8400,0.9200,admin1
MYLU,West Virginia,psi_bar_t,2016,0.8598,0.8159,0.8991,admin1
MYLU,West Virginia,psi_bar_t,2017,0.8750,0.8330,0.9111,admin1
MYLU,West Virginia,psi_bar_t,2018,0.8497,0.7994,0.8947,admin1
MYLU,West Virginia,psi_bar_t,2019,0.7689,0.6964,0.8297,admin1
MYLU,West Virginia,delta_bar_t,2011,-0.0026,-0.0414,0.0454,admin1
MYLU,West Virginia,delta_bar_t,2012,-0.0290,-0.0700,0.0130,admin1
MYLU,West Virginia,delta_bar_t,2013,-0.0665,-0.1128,-0.0203,admin1
MYLU,West Virginia,delta_bar_t,2014,-0.0380,-0.1340,0.0348,admin1
MYLU,West Virginia,delta_bar_t,2015,0.0751,-0.0022,0.1780,admin1
MYLU,West Virginia,delta_bar_t,2016,-0.0286,-0.0745,0.0153,admin1
MYLU,West Virginia,delta_bar_t,2017,0.0183,-0.0476,0.0895,admin1
MYLU,West Virginia,delta_bar_t,2018,-0.0287,-0.0784,0.0181,admin1
MYLU,West Virginia,delta_bar_t,2019,-0.0950,-0.1665,-0.0353,admin1
MYLU,West Virginia,delta_avg_9year,NA,-0.0217,-0.0323,-0.0103,admin1
MYLU,West Virginia,delta_tot_9year,NA,-0.1897,-0.2671,-0.1002,admin1
MYLU,Massachusetts,psi_bar_t,2010,0.7436,0.6142,0.8619,admin1
MYLU,Massachusetts,psi_bar_t,2011,0.7297,0.6181,0.8387,admin1
MYLU,Massachusetts,psi_bar_t,2012,0.6531,0.5609,0.7403,admin1
MYLU,Massachusetts,psi_bar_t,2013,0.5711,0.5195,0.6235,admin1
MYLU,Massachusetts,psi_bar_t,2014,0.5328,0.4474,0.6141,admin1
MYLU,Massachusetts,psi_bar_t,2015,0.6234,0.5638,0.6856,admin1
MYLU,Massachusetts,psi_bar_t,2016,0.5982,0.5408,0.6605,admin1
MYLU,Massachusetts,psi_bar_t,2017,0.6036,0.5349,0.6698,admin1
MYLU,Massachusetts,psi_bar_t,2018,0.5643,0.4939,0.6325,admin1
MYLU,Massachusetts,psi_bar_t,2019,0.4953,0.4425,0.5562,admin1
MYLU,Massachusetts,delta_bar_t,2011,-0.0145,-0.1558,0.1606,admin1
MYLU,Massachusetts,delta_bar_t,2012,-0.1020,-0.2418,0.0263,admin1
MYLU,Massachusetts,delta_bar_t,2013,-0.1217,-0.2381,0.0083,admin1
MYLU,Massachusetts,delta_bar_t,2014,-0.0663,-0.2021,0.0806,admin1
MYLU,Massachusetts,delta_bar_t,2015,0.1763,0.0088,0.3832,admin1
MYLU,Massachusetts,delta_bar_t,2016,-0.0394,-0.1287,0.0557,admin1
MYLU,Massachusetts,delta_bar_t,2017,0.0116,-0.1276,0.1680,admin1
MYLU,Massachusetts,delta_bar_t,2018,-0.0638,-0.1649,0.0365,admin1
MYLU,Massachusetts,delta_bar_t,2019,-0.1208,-0.2147,-0.0196,admin1
MYLU,Massachusetts,delta_avg_9year,NA,-0.0378,-0.0578,-0.0128,admin1
MYLU,Massachusetts,delta_tot_9year,NA,-0.3286,-0.4501,-0.1621,admin1
MYLU,New Hampshire,psi_bar_t,2010,0.7589,0.5226,0.9036,admin1
MYLU,New Hampshire,psi_bar_t,2011,0.7392,0.5652,0.8770,admin1
MYLU,New Hampshire,psi_bar_t,2012,0.6895,0.4978,0.8377,admin1
MYLU,New Hampshire,psi_bar_t,2013,0.7126,0.6175,0.7902,admin1
MYLU,New Hampshire,psi_bar_t,2014,0.6963,0.5646,0.7962,admin1
MYLU,New Hampshire,psi_bar_t,2015,0.7650,0.6880,0.8298,admin1
MYLU,New Hampshire,psi_bar_t,2016,0.7928,0.7139,0.8602,admin1
MYLU,New Hampshire,psi_bar_t,2017,0.7435,0.6317,0.8274,admin1
MYLU,New Hampshire,psi_bar_t,2018,0.7151,0.5958,0.8085,admin1
MYLU,New Hampshire,psi_bar_t,2019,0.7309,0.6430,0.8106,admin1
MYLU,New Hampshire,delta_bar_t,2011,-0.0169,-0.2012,0.2334,admin1
MYLU,New Hampshire,delta_bar_t,2012,-0.0639,-0.2711,0.1368,admin1
MYLU,New Hampshire,delta_bar_t,2013,0.0485,-0.1518,0.3734,admin1
MYLU,New Hampshire,delta_bar_t,2014,-0.0211,-0.1911,0.1404,admin1
MYLU,New Hampshire,delta_bar_t,2015,0.1052,-0.0418,0.3251,admin1
MYLU,New Hampshire,delta_bar_t,2016,0.0379,-0.0668,0.1659,admin1
MYLU,New Hampshire,delta_bar_t,2017,-0.0601,-0.2115,0.0846,admin1
MYLU,New Hampshire,delta_bar_t,2018,-0.0362,-0.1742,0.1113,admin1
MYLU,New Hampshire,delta_bar_t,2019,0.0264,-0.1052,0.2049,admin1
MYLU,New Hampshire,delta_avg_9year,NA,0.0022,-0.0245,0.0459,admin1
MYLU,New Hampshire,delta_tot_9year,NA,-0.0183,-0.2298,0.3800,admin1
MYLU,Connecticut,psi_bar_t,2010,0.8701,0.7747,0.9395,admin1
MYLU,Connecticut,psi_bar_t,2011,0.8629,0.7919,0.9303,admin1
MYLU,Connecticut,psi_bar_t,2012,0.8098,0.7379,0.8720,admin1
MYLU,Connecticut,psi_bar_t,2013,0.7278,0.6765,0.7748,admin1
MYLU,Connecticut,psi_bar_t,2014,0.6850,0.5832,0.7745,admin1
MYLU,Connecticut,psi_bar_t,2015,0.7743,0.7111,0.8321,admin1
MYLU,Connecticut,psi_bar_t,2016,0.7434,0.6825,0.8002,admin1
MYLU,Connecticut,psi_bar_t,2017,0.7575,0.6848,0.8177,admin1
MYLU,Connecticut,psi_bar_t,2018,0.7198,0.6447,0.7877,admin1
MYLU,Connecticut,psi_bar_t,2019,0.6269,0.5507,0.7013,admin1
MYLU,Connecticut,delta_bar_t,2011,-0.0069,-0.0876,0.0924,admin1
MYLU,Connecticut,delta_bar_t,2012,-0.0606,-0.1406,0.0193,admin1
MYLU,Connecticut,delta_bar_t,2013,-0.1000,-0.1870,-0.0180,admin1
MYLU,Connecticut,delta_bar_t,2014,-0.0584,-0.1801,0.0570,admin1
MYLU,Connecticut,delta_bar_t,2015,0.1349,0.0033,0.3015,admin1
MYLU,Connecticut,delta_bar_t,2016,-0.0394,-0.1113,0.0306,admin1
MYLU,Connecticut,delta_bar_t,2017,0.0206,-0.0933,0.1372,admin1
MYLU,Connecticut,delta_bar_t,2018,-0.0493,-0.1284,0.0262,admin1
MYLU,Connecticut,delta_bar_t,2019,-0.1284,-0.2146,-0.0424,admin1
MYLU,Connecticut,delta_avg_9year,NA,-0.0319,-0.0476,-0.0144,admin1
MYLU,Connecticut,delta_tot_9year,NA,-0.2776,-0.3825,-0.1495,admin1
MYLU,Delaware,psi_bar_t,2010,0.7667,0.6041,0.9063,admin1
MYLU,Delaware,psi_bar_t,2011,0.7554,0.6124,0.8909,admin1
MYLU,Delaware,psi_bar_t,2012,0.6662,0.5462,0.7788,admin1
MYLU,Delaware,psi_bar_t,2013,0.5260,0.4507,0.5957,admin1
MYLU,Delaware,psi_bar_t,2014,0.4717,0.3453,0.5877,admin1
MYLU,Delaware,psi_bar_t,2015,0.5852,0.4964,0.6688,admin1
MYLU,Delaware,psi_bar_t,2016,0.5311,0.4332,0.6186,admin1
MYLU,Delaware,psi_bar_t,2017,0.5612,0.4698,0.6534,admin1
MYLU,Delaware,psi_bar_t,2018,0.5114,0.4094,0.6097,admin1
MYLU,Delaware,psi_bar_t,2019,0.3871,0.3011,0.4877,admin1
MYLU,Delaware,delta_bar_t,2011,-0.0088,-0.1787,0.2079,admin1
MYLU,Delaware,delta_bar_t,2012,-0.1138,-0.2718,0.0556,admin1
MYLU,Delaware,delta_bar_t,2013,-0.2055,-0.3466,-0.0394,admin1
MYLU,Delaware,delta_bar_t,2014,-0.1021,-0.3170,0.1222,admin1
MYLU,Delaware,delta_bar_t,2015,0.2580,-0.0082,0.6201,admin1
MYLU,Delaware,delta_bar_t,2016,-0.0907,-0.2291,0.0431,admin1
MYLU,Delaware,delta_bar_t,2017,0.0655,-0.1767,0.3628,admin1
MYLU,Delaware,delta_bar_t,2018,-0.0870,-0.2250,0.0644,admin1
MYLU,Delaware,delta_bar_t,2019,-0.2414,-0.3833,-0.0968,admin1
MYLU,Delaware,delta_avg_9year,NA,-0.0584,-0.0911,-0.0148,admin1
MYLU,Delaware,delta_tot_9year,NA,-0.4886,-0.6303,-0.2642,admin1
MYLU,Texas,psi_bar_t,2010,0.4062,0.1556,0.7300,admin1
MYLU,Texas,psi_bar_t,2011,0.4199,0.2000,0.7047,admin1
MYLU,Texas,psi_bar_t,2012,0.4670,0.2674,0.7218,admin1
MYLU,Texas,psi_bar_t,2013,0.4168,0.2970,0.5488,admin1
MYLU,Texas,psi_bar_t,2014,0.3791,0.2358,0.5446,admin1
MYLU,Texas,psi_bar_t,2015,0.4042,0.2812,0.5364,admin1
MYLU,Texas,psi_bar_t,2016,0.3051,0.2153,0.4217,admin1
MYLU,Texas,psi_bar_t,2017,0.3374,0.2335,0.4535,admin1
MYLU,Texas,psi_bar_t,2018,0.2498,0.1461,0.3794,admin1
MYLU,Texas,psi_bar_t,2019,0.1852,0.0977,0.3004,admin1
MYLU,Texas,delta_bar_t,2011,0.0946,-0.3962,0.9336,admin1
MYLU,Texas,delta_bar_t,2012,0.1738,-0.2745,0.8973,admin1
MYLU,Texas,delta_bar_t,2013,-0.0640,-0.4202,0.4614,admin1
MYLU,Texas,delta_bar_t,2014,-0.0791,-0.4151,0.3508,admin1
MYLU,Texas,delta_bar_t,2015,0.0961,-0.2474,0.6406,admin1
MYLU,Texas,delta_bar_t,2016,-0.2345,-0.4703,0.0371,admin1
MYLU,Texas,delta_bar_t,2017,0.1366,-0.3001,0.7180,admin1
MYLU,Texas,delta_bar_t,2018,-0.2524,-0.5346,0.1044,admin1
MYLU,Texas,delta_bar_t,2019,-0.2378,-0.5898,0.2386,admin1
MYLU,Texas,delta_avg_9year,NA,-0.0407,-0.1365,0.1108,admin1
MYLU,Texas,delta_tot_9year,NA,-0.4679,-0.8068,0.4316,admin1
MYLU,New Jersey,psi_bar_t,2010,0.8648,0.7673,0.9355,admin1
MYLU,New Jersey,psi_bar_t,2011,0.8573,0.7791,0.9270,admin1
MYLU,New Jersey,psi_bar_t,2012,0.8023,0.7303,0.8674,admin1
MYLU,New Jersey,psi_bar_t,2013,0.7181,0.6706,0.7646,admin1
MYLU,New Jersey,psi_bar_t,2014,0.6762,0.5749,0.7622,admin1
MYLU,New Jersey,psi_bar_t,2015,0.7647,0.7039,0.8225,admin1
MYLU,New Jersey,psi_bar_t,2016,0.7323,0.6668,0.7964,admin1
MYLU,New Jersey,psi_bar_t,2017,0.7469,0.6836,0.8047,admin1
MYLU,New Jersey,psi_bar_t,2018,0.7091,0.6380,0.7753,admin1
MYLU,New Jersey,psi_bar_t,2019,0.6162,0.5422,0.6883,admin1
MYLU,New Jersey,delta_bar_t,2011,-0.0072,-0.0927,0.0931,admin1
MYLU,New Jersey,delta_bar_t,2012,-0.0630,-0.1482,0.0202,admin1
MYLU,New Jersey,delta_bar_t,2013,-0.1035,-0.1863,-0.0180,admin1
MYLU,New Jersey,delta_bar_t,2014,-0.0580,-0.1807,0.0614,admin1
MYLU,New Jersey,delta_bar_t,2015,0.1354,0.0031,0.2986,admin1
MYLU,New Jersey,delta_bar_t,2016,-0.0419,-0.1212,0.0292,admin1
MYLU,New Jersey,delta_bar_t,2017,0.0221,-0.0976,0.1565,admin1
MYLU,New Jersey,delta_bar_t,2018,-0.0501,-0.1301,0.0281,admin1
MYLU,New Jersey,delta_bar_t,2019,-0.1305,-0.2201,-0.0472,admin1
MYLU,New Jersey,delta_avg_9year,NA,-0.0330,-0.0496,-0.0152,admin1
MYLU,New Jersey,delta_tot_9year,NA,-0.2853,-0.3916,-0.1598,admin1
MYLU,Rhode Island,psi_bar_t,2010,0.7719,0.6032,0.9063,admin1
MYLU,Rhode Island,psi_bar_t,2011,0.7612,0.6308,0.8868,admin1
MYLU,Rhode Island,psi_bar_t,2012,0.6732,0.5600,0.7755,admin1
MYLU,Rhode Island,psi_bar_t,2013,0.5318,0.4634,0.6013,admin1
MYLU,Rhode Island,psi_bar_t,2014,0.4760,0.3585,0.5884,admin1
MYLU,Rhode Island,psi_bar_t,2015,0.5907,0.5037,0.6750,admin1
MYLU,Rhode Island,psi_bar_t,2016,0.5367,0.4519,0.6236,admin1
MYLU,Rhode Island,psi_bar_t,2017,0.5698,0.4722,0.6617,admin1
MYLU,Rhode Island,psi_bar_t,2018,0.5198,0.4240,0.6130,admin1
MYLU,Rhode Island,psi_bar_t,2019,0.3933,0.3114,0.4830,admin1
MYLU,Rhode Island,delta_bar_t,2011,-0.0080,-0.1753,0.2026,admin1
MYLU,Rhode Island,delta_bar_t,2012,-0.1115,-0.2593,0.0527,admin1
MYLU,Rhode Island,delta_bar_t,2013,-0.2055,-0.3497,-0.0384,admin1
MYLU,Rhode Island,delta_bar_t,2014,-0.1037,-0.3035,0.1130,admin1
MYLU,Rhode Island,delta_bar_t,2015,0.2580,-0.0091,0.6144,admin1
MYLU,Rhode Island,delta_bar_t,2016,-0.0894,-0.2246,0.0470,admin1
MYLU,Rhode Island,delta_bar_t,2017,0.0681,-0.1530,0.3197,admin1
MYLU,Rhode Island,delta_bar_t,2018,-0.0856,-0.2226,0.0654,admin1
MYLU,Rhode Island,delta_bar_t,2019,-0.2415,-0.3843,-0.0964,admin1
MYLU,Rhode Island,delta_avg_9year,NA,-0.0577,-0.0882,-0.0221,admin1
MYLU,Rhode Island,delta_tot_9year,NA,-0.4848,-0.6194,-0.3053,admin1
MYLU,District of Columbia,psi_bar_t,2010,0.7486,0.5716,0.8959,admin1
MYLU,District of Columbia,psi_bar_t,2011,0.7360,0.5836,0.8779,admin1
MYLU,District of Columbia,psi_bar_t,2012,0.6381,0.5162,0.7604,admin1
MYLU,District of Columbia,psi_bar_t,2013,0.4861,0.3763,0.5937,admin1
MYLU,District of Columbia,psi_bar_t,2014,0.4323,0.3018,0.5774,admin1
MYLU,District of Columbia,psi_bar_t,2015,0.5523,0.4570,0.6601,admin1
MYLU,District of Columbia,psi_bar_t,2016,0.4946,0.3871,0.6123,admin1
MYLU,District of Columbia,psi_bar_t,2017,0.5277,0.4392,0.6289,admin1
MYLU,District of Columbia,psi_bar_t,2018,0.4743,0.3744,0.5789,admin1
MYLU,District of Columbia,psi_bar_t,2019,0.3452,0.2595,0.4426,admin1
MYLU,District of Columbia,delta_bar_t,2011,-0.0095,-0.2038,0.2335,admin1
MYLU,District of Columbia,delta_bar_t,2012,-0.1279,-0.2986,0.0614,admin1
MYLU,District of Columbia,delta_bar_t,2013,-0.2350,-0.3941,-0.0627,admin1
MYLU,District of Columbia,delta_bar_t,2014,-0.0979,-0.4052,0.3102,admin1
MYLU,District of Columbia,delta_bar_t,2015,0.3030,-0.0095,0.7575,admin1
MYLU,District of Columbia,delta_bar_t,2016,-0.1027,-0.2682,0.0560,admin1
MYLU,District of Columbia,delta_bar_t,2017,0.0813,-0.1924,0.4239,admin1
MYLU,District of Columbia,delta_bar_t,2018,-0.0986,-0.2513,0.0737,admin1
MYLU,District of Columbia,delta_bar_t,2019,-0.2705,-0.4247,-0.1130,admin1
MYLU,District of Columbia,delta_avg_9year,NA,-0.0620,-0.0989,-0.0138,admin1
MYLU,District of Columbia,delta_tot_9year,NA,-0.5321,-0.6764,-0.3254,admin1
MYLU,Alaska,psi_bar_t,2010,0.9097,0.7802,0.9745,admin1
MYLU,Alaska,psi_bar_t,2011,0.9133,0.7871,0.9742,admin1
MYLU,Alaska,psi_bar_t,2012,0.9159,0.8011,0.9737,admin1
MYLU,Alaska,psi_bar_t,2013,0.9207,0.8279,0.9730,admin1
MYLU,Alaska,psi_bar_t,2014,0.9209,0.8497,0.9666,admin1
MYLU,Alaska,psi_bar_t,2015,0.9226,0.8630,0.9635,admin1
MYLU,Alaska,psi_bar_t,2016,0.9272,0.8796,0.9622,admin1
MYLU,Alaska,psi_bar_t,2017,0.9267,0.8700,0.9645,admin1
MYLU,Alaska,psi_bar_t,2018,0.9140,0.8507,0.9549,admin1
MYLU,Alaska,psi_bar_t,2019,0.8843,0.8136,0.9355,admin1
MYLU,Alaska,delta_bar_t,2011,0.0050,-0.0596,0.0833,admin1
MYLU,Alaska,delta_bar_t,2012,0.0037,-0.0714,0.0865,admin1
MYLU,Alaska,delta_bar_t,2013,0.0082,-0.1058,0.1756,admin1
MYLU,Alaska,delta_bar_t,2014,0.0009,-0.0512,0.0725,admin1
MYLU,Alaska,delta_bar_t,2015,0.0023,-0.0410,0.0596,admin1
MYLU,Alaska,delta_bar_t,2016,0.0059,-0.0627,0.0775,admin1
MYLU,Alaska,delta_bar_t,2017,-0.0004,-0.0408,0.0405,admin1
MYLU,Alaska,delta_bar_t,2018,-0.0136,-0.0627,0.0304,admin1
MYLU,Alaska,delta_bar_t,2019,-0.0323,-0.0946,0.0233,admin1
MYLU,Alaska,delta_avg_9year,NA,-0.0023,-0.0152,0.0183,admin1
MYLU,Alaska,delta_tot_9year,NA,-0.0240,-0.1332,0.1615,admin1
MYLU,Alberta,psi_bar_t,2010,0.7618,0.6210,0.8838,admin1
MYLU,Alberta,psi_bar_t,2011,0.7701,0.6427,0.8734,admin1
MYLU,Alberta,psi_bar_t,2012,0.7855,0.6910,0.8708,admin1
MYLU,Alberta,psi_bar_t,2013,0.7869,0.7024,0.8606,admin1
MYLU,Alberta,psi_bar_t,2014,0.7656,0.6775,0.8390,admin1
MYLU,Alberta,psi_bar_t,2015,0.7772,0.7006,0.8419,admin1
MYLU,Alberta,psi_bar_t,2016,0.7588,0.6928,0.8249,admin1
MYLU,Alberta,psi_bar_t,2017,0.7732,0.7036,0.8393,admin1
MYLU,Alberta,psi_bar_t,2018,0.7263,0.6380,0.8074,admin1
MYLU,Alberta,psi_bar_t,2019,0.6930,0.6087,0.7809,admin1
MYLU,Alberta,delta_bar_t,2011,0.0143,-0.1072,0.1727,admin1
MYLU,Alberta,delta_bar_t,2012,0.0227,-0.0858,0.1486,admin1
MYLU,Alberta,delta_bar_t,2013,0.0055,-0.1401,0.1722,admin1
MYLU,Alberta,delta_bar_t,2014,-0.0260,-0.1184,0.0759,admin1
MYLU,Alberta,delta_bar_t,2015,0.0167,-0.0649,0.1183,admin1
MYLU,Alberta,delta_bar_t,2016,-0.0216,-0.1412,0.1031,admin1
MYLU,Alberta,delta_bar_t,2017,0.0197,-0.0615,0.1016,admin1
MYLU,Alberta,delta_bar_t,2018,-0.0604,-0.1510,0.0289,admin1
MYLU,Alberta,delta_bar_t,2019,-0.0443,-0.1546,0.0629,admin1
MYLU,Alberta,delta_avg_9year,NA,-0.0082,-0.0286,0.0184,admin1
MYLU,Alberta,delta_tot_9year,NA,-0.0827,-0.2452,0.1469,admin1
MYLU,British Columbia,psi_bar_t,2010,0.9301,0.8659,0.9684,admin1
MYLU,British Columbia,psi_bar_t,2011,0.9343,0.8800,0.9677,admin1
MYLU,British Columbia,psi_bar_t,2012,0.9334,0.8778,0.9665,admin1
MYLU,British Columbia,psi_bar_t,2013,0.9292,0.8814,0.9623,admin1
MYLU,British Columbia,psi_bar_t,2014,0.9079,0.8529,0.9473,admin1
MYLU,British Columbia,psi_bar_t,2015,0.8732,0.8009,0.9251,admin1
MYLU,British Columbia,psi_bar_t,2016,0.9021,0.8537,0.9385,admin1
MYLU,British Columbia,psi_bar_t,2017,0.9283,0.8915,0.9552,admin1
MYLU,British Columbia,psi_bar_t,2018,0.9172,0.8813,0.9436,admin1
MYLU,British Columbia,psi_bar_t,2019,0.9112,0.8731,0.9367,admin1
MYLU,British Columbia,delta_bar_t,2011,0.0048,-0.0307,0.0480,admin1
MYLU,British Columbia,delta_bar_t,2012,-0.0007,-0.0339,0.0377,admin1
MYLU,British Columbia,delta_bar_t,2013,-0.0039,-0.0674,0.0678,admin1
MYLU,British Columbia,delta_bar_t,2014,-0.0228,-0.0704,0.0187,admin1
MYLU,British Columbia,delta_bar_t,2015,-0.0380,-0.1057,0.0105,admin1
MYLU,British Columbia,delta_bar_t,2016,0.0344,-0.0445,0.1366,admin1
MYLU,British Columbia,delta_bar_t,2017,0.0294,-0.0066,0.0716,admin1
MYLU,British Columbia,delta_bar_t,2018,-0.0119,-0.0414,0.0169,admin1
MYLU,British Columbia,delta_bar_t,2019,-0.0064,-0.0380,0.0242,admin1
MYLU,British Columbia,delta_avg_9year,NA,-0.0017,-0.0085,0.0065,admin1
MYLU,British Columbia,delta_tot_9year,NA,-0.0195,-0.0785,0.0530,admin1
MYLU,Manitoba,psi_bar_t,2010,0.7317,0.5302,0.8996,admin1
MYLU,Manitoba,psi_bar_t,2011,0.7387,0.5461,0.8807,admin1
MYLU,Manitoba,psi_bar_t,2012,0.7510,0.6033,0.8751,admin1
MYLU,Manitoba,psi_bar_t,2013,0.7455,0.6165,0.8587,admin1
MYLU,Manitoba,psi_bar_t,2014,0.7322,0.6012,0.8463,admin1
MYLU,Manitoba,psi_bar_t,2015,0.7117,0.5887,0.8280,admin1
MYLU,Manitoba,psi_bar_t,2016,0.6503,0.5321,0.7689,admin1
MYLU,Manitoba,psi_bar_t,2017,0.6590,0.5329,0.7785,admin1
MYLU,Manitoba,psi_bar_t,2018,0.5724,0.4444,0.7267,admin1
MYLU,Manitoba,psi_bar_t,2019,0.5270,0.4145,0.6772,admin1
MYLU,Manitoba,delta_bar_t,2011,0.0165,-0.1511,0.2346,admin1
MYLU,Manitoba,delta_bar_t,2012,0.0224,-0.1263,0.2156,admin1
MYLU,Manitoba,delta_bar_t,2013,0.0021,-0.2210,0.2746,admin1
MYLU,Manitoba,delta_bar_t,2014,-0.0152,-0.1505,0.1416,admin1
MYLU,Manitoba,delta_bar_t,2015,-0.0260,-0.1537,0.1244,admin1
MYLU,Manitoba,delta_bar_t,2016,-0.0784,-0.2950,0.1800,admin1
MYLU,Manitoba,delta_bar_t,2017,0.0159,-0.1221,0.1650,admin1
MYLU,Manitoba,delta_bar_t,2018,-0.1312,-0.2692,0.0186,admin1
MYLU,Manitoba,delta_bar_t,2019,-0.0752,-0.2390,0.0978,admin1
MYLU,Manitoba,delta_avg_9year,NA,-0.0299,-0.0629,0.0161,admin1
MYLU,Manitoba,delta_tot_9year,NA,-0.2656,-0.4714,0.0891,admin1
MYLU,New Brunswick,psi_bar_t,2010,0.9137,0.8344,0.9627,admin1
MYLU,New Brunswick,psi_bar_t,2011,0.9068,0.8410,0.9580,admin1
MYLU,New Brunswick,psi_bar_t,2012,0.8641,0.7906,0.9203,admin1
MYLU,New Brunswick,psi_bar_t,2013,0.7870,0.6890,0.8699,admin1
MYLU,New Brunswick,psi_bar_t,2014,0.7478,0.6208,0.8497,admin1
MYLU,New Brunswick,psi_bar_t,2015,0.8272,0.7557,0.8850,admin1
MYLU,New Brunswick,psi_bar_t,2016,0.7982,0.7151,0.8684,admin1
MYLU,New Brunswick,psi_bar_t,2017,0.8145,0.7385,0.8825,admin1
MYLU,New Brunswick,psi_bar_t,2018,0.7819,0.6939,0.8575,admin1
MYLU,New Brunswick,psi_bar_t,2019,0.6881,0.5898,0.7898,admin1
MYLU,New Brunswick,delta_bar_t,2011,-0.0068,-0.0681,0.0644,admin1
MYLU,New Brunswick,delta_bar_t,2012,-0.0467,-0.1118,0.0164,admin1
MYLU,New Brunswick,delta_bar_t,2013,-0.0877,-0.2130,0.0381,admin1
MYLU,New Brunswick,delta_bar_t,2014,-0.0497,-0.1621,0.0523,admin1
MYLU,New Brunswick,delta_bar_t,2015,0.1110,-0.0010,0.2794,admin1
MYLU,New Brunswick,delta_bar_t,2016,-0.0334,-0.1485,0.0915,admin1
MYLU,New Brunswick,delta_bar_t,2017,0.0212,-0.0468,0.0999,admin1
MYLU,New Brunswick,delta_bar_t,2018,-0.0399,-0.1093,0.0261,admin1
MYLU,New Brunswick,delta_bar_t,2019,-0.1201,-0.2090,-0.0445,admin1
MYLU,New Brunswick,delta_avg_9year,NA,-0.0280,-0.0462,-0.0100,admin1
MYLU,New Brunswick,delta_tot_9year,NA,-0.2458,-0.3655,-0.1136,admin1
MYLU,Nova Scotia,psi_bar_t,2010,0.7858,0.5786,0.9174,admin1
MYLU,Nova Scotia,psi_bar_t,2011,0.7574,0.5933,0.8867,admin1
MYLU,Nova Scotia,psi_bar_t,2012,0.7129,0.5197,0.8537,admin1
MYLU,Nova Scotia,psi_bar_t,2013,0.7323,0.5911,0.8466,admin1
MYLU,Nova Scotia,psi_bar_t,2014,0.7142,0.5765,0.8247,admin1
MYLU,Nova Scotia,psi_bar_t,2015,0.7802,0.6888,0.8593,admin1
MYLU,Nova Scotia,psi_bar_t,2016,0.8080,0.7070,0.8827,admin1
MYLU,Nova Scotia,psi_bar_t,2017,0.7614,0.6497,0.8547,admin1
MYLU,Nova Scotia,psi_bar_t,2018,0.7335,0.5923,0.8378,admin1
MYLU,Nova Scotia,psi_bar_t,2019,0.7424,0.6338,0.8240,admin1
MYLU,Nova Scotia,delta_bar_t,2011,-0.0304,-0.1919,0.1636,admin1
MYLU,Nova Scotia,delta_bar_t,2012,-0.0566,-0.2383,0.1190,admin1
MYLU,Nova Scotia,delta_bar_t,2013,0.0435,-0.2372,0.3936,admin1
MYLU,Nova Scotia,delta_bar_t,2014,-0.0218,-0.1735,0.1255,admin1
MYLU,Nova Scotia,delta_bar_t,2015,0.0984,-0.0376,0.3061,admin1
MYLU,Nova Scotia,delta_bar_t,2016,0.0390,-0.1164,0.2174,admin1
MYLU,Nova Scotia,delta_bar_t,2017,-0.0567,-0.1693,0.0470,admin1
MYLU,Nova Scotia,delta_bar_t,2018,-0.0352,-0.1731,0.0945,admin1
MYLU,Nova Scotia,delta_bar_t,2019,0.0154,-0.0980,0.1692,admin1
MYLU,Nova Scotia,delta_avg_9year,NA,-0.0005,-0.0279,0.0379,admin1
MYLU,Nova Scotia,delta_tot_9year,NA,-0.0416,-0.2443,0.3055,admin1
MYLU,Ontario,psi_bar_t,2010,0.8274,0.6557,0.9245,admin1
MYLU,Ontario,psi_bar_t,2011,0.8199,0.6944,0.9105,admin1
MYLU,Ontario,psi_bar_t,2012,0.7820,0.6317,0.8782,admin1
MYLU,Ontario,psi_bar_t,2013,0.7865,0.6977,0.8552,admin1
MYLU,Ontario,psi_bar_t,2014,0.7551,0.6531,0.8303,admin1
MYLU,Ontario,psi_bar_t,2015,0.8052,0.7372,0.8588,admin1
MYLU,Ontario,psi_bar_t,2016,0.8187,0.7512,0.8712,admin1
MYLU,Ontario,psi_bar_t,2017,0.7893,0.7091,0.8540,admin1
MYLU,Ontario,psi_bar_t,2018,0.7631,0.6689,0.8404,admin1
MYLU,Ontario,psi_bar_t,2019,0.7566,0.6765,0.8148,admin1
MYLU,Ontario,delta_bar_t,2011,-0.0052,-0.1179,0.1550,admin1
MYLU,Ontario,delta_bar_t,2012,-0.0451,-0.1806,0.0765,admin1
MYLU,Ontario,delta_bar_t,2013,0.0125,-0.1606,0.2409,admin1
MYLU,Ontario,delta_bar_t,2014,-0.0389,-0.1463,0.0605,admin1
MYLU,Ontario,delta_bar_t,2015,0.0691,-0.0239,0.2019,admin1
MYLU,Ontario,delta_bar_t,2016,0.0185,-0.0842,0.1419,admin1
MYLU,Ontario,delta_bar_t,2017,-0.0355,-0.1227,0.0400,admin1
MYLU,Ontario,delta_bar_t,2018,-0.0325,-0.1361,0.0600,admin1
MYLU,Ontario,delta_bar_t,2019,-0.0068,-0.0898,0.1010,admin1
MYLU,Ontario,delta_avg_9year,NA,-0.0071,-0.0249,0.0203,admin1
